,Model,Sentence ID,EHI,Extractiveness Factor (EF),Positive Hallucination (PH),Over Focus (OF),Negative Hallucination (NH),Lost Focus (LF),Entity F1 Score
20755,facebookbart-large-cnn,4152,0.4,0,0,0,0,0,0
20756,googlepegasus-xsum,4152,0.4,0,0,0,0,0,0
20757,gpt-3.5-turbo,4152,0.4,0,0,0,0,0,0
20758,t5-large,4152,0.4,0,0,0,0,0,0
20759,RefSum,4152,0.4,0,0,0,0,0,0
20760,facebookbart-large-cnn,4153,0.4,0,0,0,0,0,0
20761,googlepegasus-xsum,4153,0.4,0,0,0,0,0,0
20762,gpt-3.5-turbo,4153,0.4,0,0,0,0,0,0
20763,t5-large,4153,0.4,0,0,0,0,0,0
20764,RefSum,4153,0.4,0,0,0,0,0,0
20765,facebookbart-large-cnn,4154,0.4,0,0,0,0,0,0
20766,googlepegasus-xsum,4154,0.4,0,0,0,0,0,0
20767,gpt-3.5-turbo,4154,0.4,0,0,0,0,0,0
20768,t5-large,4154,0.4,0,0,0,0,0,0
20769,RefSum,4154,0.4,0,0,0,0,0,0
20770,facebookbart-large-cnn,4155,0.4,0,0,0,0,0,0
20771,googlepegasus-xsum,4155,0.4,0,0,0,0,0,0
20772,gpt-3.5-turbo,4155,0.4,0,0,0,0,0,0
20773,t5-large,4155,0.4,0,0,0,0,0,0
20774,RefSum,4155,0.4,0,0,0,0,0,0
20775,facebookbart-large-cnn,4156,0.4,0,0,0,0,0,0
20776,googlepegasus-xsum,4156,0.4,0,0,0,0,0,0
20777,gpt-3.5-turbo,4156,0.4,0,0,0,0,0,0
20778,t5-large,4156,0.4,0,0,0,0,0,0
20779,RefSum,4156,0.4,0,0,0,0,0,0
20780,facebookbart-large-cnn,4157,0.4,0,0,0,0,0,0
20781,googlepegasus-xsum,4157,0.4,0,0,0,0,0,0
20782,gpt-3.5-turbo,4157,0.4,0,0,0,0,0,0
20783,t5-large,4157,0.4,0,0,0,0,0,0
20784,RefSum,4157,0.4,0,0,0,0,0,0
20785,facebookbart-large-cnn,4158,0.4,0,0,0,0,0,0
20786,googlepegasus-xsum,4158,0.4,0,0,0,0,0,0
20787,gpt-3.5-turbo,4158,0.4,0,0,0,0,0,0
20788,t5-large,4158,0.4,0,0,0,0,0,0
20789,RefSum,4158,0.4,0,0,0,0,0,0
20790,facebookbart-large-cnn,4159,0.4,0,0,0,0,0,0
20791,googlepegasus-xsum,4159,0.4,0,0,0,0,0,0
20792,gpt-3.5-turbo,4159,0.4,0,0,0,0,0,0
20793,t5-large,4159,0.4,0,0,0,0,0,0
20794,RefSum,4159,0.4,0,0,0,0,0,0
20795,facebookbart-large-cnn,4160,0.4,0,0,0,0,0,0
20796,googlepegasus-xsum,4160,0.4,0,0,0,0,0,0
20797,gpt-3.5-turbo,4160,0.4,0,0,0,0,0,0
20798,t5-large,4160,0.4,0,0,0,0,0,0
20799,RefSum,4160,0.4,0,0,0,0,0,0
20800,facebookbart-large-cnn,4161,0.4,0,0,0,0,0,0
20801,googlepegasus-xsum,4161,0.4,0,0,0,0,0,0
20802,gpt-3.5-turbo,4161,0.4,0,0,0,0,0,0
20803,t5-large,4161,0.4,0,0,0,0,0,0
20804,RefSum,4161,0.4,0,0,0,0,0,0
20805,facebookbart-large-cnn,4162,0.4,0,0,0,0,0,0
20806,googlepegasus-xsum,4162,0.4,0,0,0,0,0,0
20807,gpt-3.5-turbo,4162,0.4,0,0,0,0,0,0
20808,t5-large,4162,0.4,0,0,0,0,0,0
20809,RefSum,4162,0.4,0,0,0,0,0,0
20810,facebookbart-large-cnn,4163,0.4,0,0,0,0,0,0
20811,googlepegasus-xsum,4163,0.4,0,0,0,0,0,0
20812,gpt-3.5-turbo,4163,0.4,0,0,0,0,0,0
20813,t5-large,4163,0.4,0,0,0,0,0,0
20814,RefSum,4163,0.4,0,0,0,0,0,0
20815,facebookbart-large-cnn,4164,0.4,0,0,0,0,0,0
20816,googlepegasus-xsum,4164,0.4,0,0,0,0,0,0
20817,gpt-3.5-turbo,4164,0.4,0,0,0,0,0,0
20818,t5-large,4164,0.4,0,0,0,0,0,0
20819,RefSum,4164,0.4,0,0,0,0,0,0
20820,facebookbart-large-cnn,4165,0.4,0,0,0,0,0,0
20821,googlepegasus-xsum,4165,0.4,0,0,0,0,0,0
20822,gpt-3.5-turbo,4165,0.4,0,0,0,0,0,0
20823,t5-large,4165,0.4,0,0,0,0,0,0
20824,RefSum,4165,0.4,0,0,0,0,0,0
20825,facebookbart-large-cnn,4166,0.4,0,0,0,0,0,0
20826,googlepegasus-xsum,4166,0.4,0,0,0,0,0,0
20827,gpt-3.5-turbo,4166,0.4,0,0,0,0,0,0
20828,t5-large,4166,0.4,0,0,0,0,0,0
20829,RefSum,4166,0.4,0,0,0,0,0,0
20830,facebookbart-large-cnn,4167,0.4,0,0,0,0,0,0
20831,googlepegasus-xsum,4167,0.4,0,0,0,0,0,0
20832,gpt-3.5-turbo,4167,0.4,0,0,0,0,0,0
20833,t5-large,4167,0.4,0,0,0,0,0,0
20834,RefSum,4167,0.4,0,0,0,0,0,0
20835,facebookbart-large-cnn,4168,0.4,0,0,0,0,0,0
20836,googlepegasus-xsum,4168,0.4,0,0,0,0,0,0
20837,gpt-3.5-turbo,4168,0.4,0,0,0,0,0,0
20838,t5-large,4168,0.4,0,0,0,0,0,0
20839,RefSum,4168,0.4,0,0,0,0,0,0
20840,facebookbart-large-cnn,4169,0.4,0,0,0,0,0,0
20841,googlepegasus-xsum,4169,0.4,0,0,0,0,0,0
20842,gpt-3.5-turbo,4169,0.4,0,0,0,0,0,0
20843,t5-large,4169,0.4,0,0,0,0,0,0
20844,RefSum,4169,0.4,0,0,0,0,0,0
20845,facebookbart-large-cnn,4170,0.4,0,0,0,0,0,0
20846,googlepegasus-xsum,4170,0.4,0,0,0,0,0,0
20847,gpt-3.5-turbo,4170,0.4,0,0,0,0,0,0
20848,t5-large,4170,0.4,0,0,0,0,0,0
20849,RefSum,4170,0.4,0,0,0,0,0,0
20850,facebookbart-large-cnn,4171,0.4,0,0,0,0,0,0
20851,googlepegasus-xsum,4171,0.4,0,0,0,0,0,0
20852,gpt-3.5-turbo,4171,0.4,0,0,0,0,0,0
20853,t5-large,4171,0.4,0,0,0,0,0,0
20854,RefSum,4171,0.4,0,0,0,0,0,0
20855,facebookbart-large-cnn,4172,0.4,0,0,0,0,0,0
20856,googlepegasus-xsum,4172,0.4,0,0,0,0,0,0
20857,gpt-3.5-turbo,4172,0.4,0,0,0,0,0,0
20858,t5-large,4172,0.4,0,0,0,0,0,0
20859,RefSum,4172,0.4,0,0,0,0,0,0
20860,facebookbart-large-cnn,4173,0.4,0,0,0,0,0,0
20861,googlepegasus-xsum,4173,0.4,0,0,0,0,0,0
20862,gpt-3.5-turbo,4173,0.4,0,0,0,0,0,0
20863,t5-large,4173,0.4,0,0,0,0,0,0
20864,RefSum,4173,0.4,0,0,0,0,0,0
20865,facebookbart-large-cnn,4174,0.4,0,0,0,0,0,0
20866,googlepegasus-xsum,4174,0.4,0,0,0,0,0,0
20867,gpt-3.5-turbo,4174,0.4,0,0,0,0,0,0
20868,t5-large,4174,0.4,0,0,0,0,0,0
20869,RefSum,4174,0.4,0,0,0,0,0,0
20870,facebookbart-large-cnn,4175,0.4,0,0,0,0,0,0
20871,googlepegasus-xsum,4175,0.4,0,0,0,0,0,0
20872,gpt-3.5-turbo,4175,0.4,0,0,0,0,0,0
20873,t5-large,4175,0.4,0,0,0,0,0,0
20874,RefSum,4175,0.4,0,0,0,0,0,0
20875,facebookbart-large-cnn,4176,0.4,0,0,0,0,0,0
20876,googlepegasus-xsum,4176,0.4,0,0,0,0,0,0
20877,gpt-3.5-turbo,4176,0.4,0,0,0,0,0,0
20878,t5-large,4176,0.4,0,0,0,0,0,0
20879,RefSum,4176,0.4,0,0,0,0,0,0
20880,facebookbart-large-cnn,4177,0.4,0,0,0,0,0,0
20881,googlepegasus-xsum,4177,0.4,0,0,0,0,0,0
20882,gpt-3.5-turbo,4177,0.4,0,0,0,0,0,0
20883,t5-large,4177,0.4,0,0,0,0,0,0
20884,RefSum,4177,0.4,0,0,0,0,0,0
20885,facebookbart-large-cnn,4178,0.4,0,0,0,0,0,0
20886,googlepegasus-xsum,4178,0.4,0,0,0,0,0,0
20887,gpt-3.5-turbo,4178,0.4,0,0,0,0,0,0
20888,t5-large,4178,0.4,0,0,0,0,0,0
20889,RefSum,4178,0.4,0,0,0,0,0,0
20890,facebookbart-large-cnn,4179,0.4,0,0,0,0,0,0
20891,googlepegasus-xsum,4179,0.4,0,0,0,0,0,0
20892,gpt-3.5-turbo,4179,0.4,0,0,0,0,0,0
20893,t5-large,4179,0.4,0,0,0,0,0,0
20894,RefSum,4179,0.4,0,0,0,0,0,0
20895,facebookbart-large-cnn,4180,0.4,0,0,0,0,0,0
20896,googlepegasus-xsum,4180,0.4,0,0,0,0,0,0
20897,gpt-3.5-turbo,4180,0.4,0,0,0,0,0,0
20898,t5-large,4180,0.4,0,0,0,0,0,0
20899,RefSum,4180,0.4,0,0,0,0,0,0
20900,facebookbart-large-cnn,4181,0.4,0,0,0,0,0,0
20901,googlepegasus-xsum,4181,0.4,0,0,0,0,0,0
20902,gpt-3.5-turbo,4181,0.4,0,0,0,0,0,0
20903,t5-large,4181,0.4,0,0,0,0,0,0
20904,RefSum,4181,0.4,0,0,0,0,0,0
20905,facebookbart-large-cnn,4182,0.4,0,0,0,0,0,0
20906,googlepegasus-xsum,4182,0.4,0,0,0,0,0,0
20907,gpt-3.5-turbo,4182,0.4,0,0,0,0,0,0
20908,t5-large,4182,0.4,0,0,0,0,0,0
20909,RefSum,4182,0.4,0,0,0,0,0,0
20910,facebookbart-large-cnn,4183,0.4,0,0,0,0,0,0
20911,googlepegasus-xsum,4183,0.4,0,0,0,0,0,0
20912,gpt-3.5-turbo,4183,0.4,0,0,0,0,0,0
20913,t5-large,4183,0.4,0,0,0,0,0,0
20914,RefSum,4183,0.4,0,0,0,0,0,0
20915,facebookbart-large-cnn,4184,0.4,0,0,0,0,0,0
20916,googlepegasus-xsum,4184,0.4,0,0,0,0,0,0
20917,gpt-3.5-turbo,4184,0.4,0,0,0,0,0,0
20918,t5-large,4184,0.4,0,0,0,0,0,0
20919,RefSum,4184,0.4,0,0,0,0,0,0
20920,facebookbart-large-cnn,4185,0.4,0,0,0,0,0,0
20921,googlepegasus-xsum,4185,0.4,0,0,0,0,0,0
20922,gpt-3.5-turbo,4185,0.4,0,0,0,0,0,0
20923,t5-large,4185,0.4,0,0,0,0,0,0
20924,RefSum,4185,0.4,0,0,0,0,0,0
20925,facebookbart-large-cnn,4186,0.4,0,0,0,0,0,0
20926,googlepegasus-xsum,4186,0.4,0,0,0,0,0,0
20927,gpt-3.5-turbo,4186,0.4,0,0,0,0,0,0
20928,t5-large,4186,0.4,0,0,0,0,0,0
20929,RefSum,4186,0.4,0,0,0,0,0,0
20930,facebookbart-large-cnn,4187,0.4,0,0,0,0,0,0
20931,googlepegasus-xsum,4187,0.4,0,0,0,0,0,0
20932,gpt-3.5-turbo,4187,0.4,0,0,0,0,0,0
20933,t5-large,4187,0.4,0,0,0,0,0,0
20934,RefSum,4187,0.4,0,0,0,0,0,0
20935,facebookbart-large-cnn,4188,0.4,0,0,0,0,0,0
20936,googlepegasus-xsum,4188,0.4,0,0,0,0,0,0
20937,gpt-3.5-turbo,4188,0.4,0,0,0,0,0,0
20938,t5-large,4188,0.4,0,0,0,0,0,0
20939,RefSum,4188,0.4,0,0,0,0,0,0
20940,facebookbart-large-cnn,4189,0.4,0,0,0,0,0,0
20941,googlepegasus-xsum,4189,0.4,0,0,0,0,0,0
20942,gpt-3.5-turbo,4189,0.4,0,0,0,0,0,0
20943,t5-large,4189,0.4,0,0,0,0,0,0
20944,RefSum,4189,0.4,0,0,0,0,0,0
20945,facebookbart-large-cnn,4190,0.4,0,0,0,0,0,0
20946,googlepegasus-xsum,4190,0.4,0,0,0,0,0,0
20947,gpt-3.5-turbo,4190,0.4,0,0,0,0,0,0
20948,t5-large,4190,0.4,0,0,0,0,0,0
20949,RefSum,4190,0.4,0,0,0,0,0,0
20950,facebookbart-large-cnn,4191,0.4,0,0,0,0,0,0
20951,googlepegasus-xsum,4191,0.4,0,0,0,0,0,0
20952,gpt-3.5-turbo,4191,0.4,0,0,0,0,0,0
20953,t5-large,4191,0.4,0,0,0,0,0,0
20954,RefSum,4191,0.4,0,0,0,0,0,0
20955,facebookbart-large-cnn,4192,0.4,0,0,0,0,0,0
20956,googlepegasus-xsum,4192,0.4,0,0,0,0,0,0
20957,gpt-3.5-turbo,4192,0.4,0,0,0,0,0,0
20958,t5-large,4192,0.4,0,0,0,0,0,0
20959,RefSum,4192,0.4,0,0,0,0,0,0
20960,facebookbart-large-cnn,4193,0.4,0,0,0,0,0,0
20961,googlepegasus-xsum,4193,0.4,0,0,0,0,0,0
20962,gpt-3.5-turbo,4193,0.4,0,0,0,0,0,0
20963,t5-large,4193,0.4,0,0,0,0,0,0
20964,RefSum,4193,0.4,0,0,0,0,0,0
20965,facebookbart-large-cnn,4194,0.4,0,0,0,0,0,0
20966,googlepegasus-xsum,4194,0.4,0,0,0,0,0,0
20967,gpt-3.5-turbo,4194,0.4,0,0,0,0,0,0
20968,t5-large,4194,0.4,0,0,0,0,0,0
20969,RefSum,4194,0.4,0,0,0,0,0,0
20970,facebookbart-large-cnn,4195,0.4,0,0,0,0,0,0
20971,googlepegasus-xsum,4195,0.4,0,0,0,0,0,0
20972,gpt-3.5-turbo,4195,0.4,0,0,0,0,0,0
20973,t5-large,4195,0.4,0,0,0,0,0,0
20974,RefSum,4195,0.4,0,0,0,0,0,0
20975,facebookbart-large-cnn,4196,0.4,0,0,0,0,0,0
20976,googlepegasus-xsum,4196,0.4,0,0,0,0,0,0
20977,gpt-3.5-turbo,4196,0.4,0,0,0,0,0,0
20978,t5-large,4196,0.4,0,0,0,0,0,0
20979,RefSum,4196,0.4,0,0,0,0,0,0
20980,facebookbart-large-cnn,4197,0.4,0,0,0,0,0,0
20981,googlepegasus-xsum,4197,0.4,0,0,0,0,0,0
20982,gpt-3.5-turbo,4197,0.4,0,0,0,0,0,0
20983,t5-large,4197,0.4,0,0,0,0,0,0
20984,RefSum,4197,0.4,0,0,0,0,0,0
20985,facebookbart-large-cnn,4198,0.4,0,0,0,0,0,0
20986,googlepegasus-xsum,4198,0.4,0,0,0,0,0,0
20987,gpt-3.5-turbo,4198,0.4,0,0,0,0,0,0
20988,t5-large,4198,0.4,0,0,0,0,0,0
20989,RefSum,4198,0.4,0,0,0,0,0,0
20990,facebookbart-large-cnn,4199,0.4,0,0,0,0,0,0
20991,googlepegasus-xsum,4199,0.4,0,0,0,0,0,0
20992,gpt-3.5-turbo,4199,0.4,0,0,0,0,0,0
20993,t5-large,4199,0.4,0,0,0,0,0,0
20994,RefSum,4199,0.4,0,0,0,0,0,0
20995,facebookbart-large-cnn,4200,0.4,0,0,0,0,0,0
20996,googlepegasus-xsum,4200,0.4,0,0,0,0,0,0
20997,gpt-3.5-turbo,4200,0.4,0,0,0,0,0,0
20998,t5-large,4200,0.4,0,0,0,0,0,0
20999,RefSum,4200,0.4,0,0,0,0,0,0
21000,facebookbart-large-cnn,4201,0.4,0,0,0,0,0,0
21001,googlepegasus-xsum,4201,0.4,0,0,0,0,0,0
21002,gpt-3.5-turbo,4201,0.4,0,0,0,0,0,0
21003,t5-large,4201,0.4,0,0,0,0,0,0
21004,RefSum,4201,0.4,0,0,0,0,0,0
21005,facebookbart-large-cnn,4202,0.4,0,0,0,0,0,0
21006,googlepegasus-xsum,4202,0.4,0,0,0,0,0,0
21007,gpt-3.5-turbo,4202,0.4,0,0,0,0,0,0
21008,t5-large,4202,0.4,0,0,0,0,0,0
21009,RefSum,4202,0.4,0,0,0,0,0,0
21010,facebookbart-large-cnn,4203,0.4,0,0,0,0,0,0
21011,googlepegasus-xsum,4203,0.4,0,0,0,0,0,0
21012,gpt-3.5-turbo,4203,0.4,0,0,0,0,0,0
21013,t5-large,4203,0.4,0,0,0,0,0,0
21014,RefSum,4203,0.4,0,0,0,0,0,0
21015,facebookbart-large-cnn,4204,0.4,0,0,0,0,0,0
21016,googlepegasus-xsum,4204,0.4,0,0,0,0,0,0
21017,gpt-3.5-turbo,4204,0.4,0,0,0,0,0,0
21018,t5-large,4204,0.4,0,0,0,0,0,0
21019,RefSum,4204,0.4,0,0,0,0,0,0
21020,facebookbart-large-cnn,4205,0.4,0,0,0,0,0,0
21021,googlepegasus-xsum,4205,0.4,0,0,0,0,0,0
21022,gpt-3.5-turbo,4205,0.4,0,0,0,0,0,0
21023,t5-large,4205,0.4,0,0,0,0,0,0
21024,RefSum,4205,0.4,0,0,0,0,0,0
21025,facebookbart-large-cnn,4206,0.4,0,0,0,0,0,0
21026,googlepegasus-xsum,4206,0.4,0,0,0,0,0,0
21027,gpt-3.5-turbo,4206,0.4,0,0,0,0,0,0
21028,t5-large,4206,0.4,0,0,0,0,0,0
21029,RefSum,4206,0.4,0,0,0,0,0,0
21030,facebookbart-large-cnn,4207,0.4,0,0,0,0,0,0
21031,googlepegasus-xsum,4207,0.4,0,0,0,0,0,0
21032,gpt-3.5-turbo,4207,0.4,0,0,0,0,0,0
21033,t5-large,4207,0.4,0,0,0,0,0,0
21034,RefSum,4207,0.4,0,0,0,0,0,0
21035,facebookbart-large-cnn,4208,0.4,0,0,0,0,0,0
21036,googlepegasus-xsum,4208,0.4,0,0,0,0,0,0
21037,gpt-3.5-turbo,4208,0.4,0,0,0,0,0,0
21038,t5-large,4208,0.4,0,0,0,0,0,0
21039,RefSum,4208,0.4,0,0,0,0,0,0
21040,facebookbart-large-cnn,4209,0.4,0,0,0,0,0,0
21041,googlepegasus-xsum,4209,0.4,0,0,0,0,0,0
21042,gpt-3.5-turbo,4209,0.4,0,0,0,0,0,0
21043,t5-large,4209,0.4,0,0,0,0,0,0
21044,RefSum,4209,0.4,0,0,0,0,0,0
21045,facebookbart-large-cnn,4210,0.4,0,0,0,0,0,0
21046,googlepegasus-xsum,4210,0.4,0,0,0,0,0,0
21047,gpt-3.5-turbo,4210,0.4,0,0,0,0,0,0
21048,t5-large,4210,0.4,0,0,0,0,0,0
21049,RefSum,4210,0.4,0,0,0,0,0,0
21050,facebookbart-large-cnn,4211,0.4,0,0,0,0,0,0
21051,googlepegasus-xsum,4211,0.4,0,0,0,0,0,0
21052,gpt-3.5-turbo,4211,0.4,0,0,0,0,0,0
21053,t5-large,4211,0.4,0,0,0,0,0,0
21054,RefSum,4211,0.4,0,0,0,0,0,0
21055,facebookbart-large-cnn,4212,0.4,0,0,0,0,0,0
21056,googlepegasus-xsum,4212,0.4,0,0,0,0,0,0
21057,gpt-3.5-turbo,4212,0.4,0,0,0,0,0,0
21058,t5-large,4212,0.4,0,0,0,0,0,0
21059,RefSum,4212,0.4,0,0,0,0,0,0
21060,facebookbart-large-cnn,4213,0.4,0,0,0,0,0,0
21061,googlepegasus-xsum,4213,0.4,0,0,0,0,0,0
21062,gpt-3.5-turbo,4213,0.4,0,0,0,0,0,0
21063,t5-large,4213,0.4,0,0,0,0,0,0
21064,RefSum,4213,0.4,0,0,0,0,0,0
21065,facebookbart-large-cnn,4214,0.4,0,0,0,0,0,0
21066,googlepegasus-xsum,4214,0.4,0,0,0,0,0,0
21067,gpt-3.5-turbo,4214,0.4,0,0,0,0,0,0
21068,t5-large,4214,0.4,0,0,0,0,0,0
21069,RefSum,4214,0.4,0,0,0,0,0,0
21070,facebookbart-large-cnn,4215,0.4,0,0,0,0,0,0
21071,googlepegasus-xsum,4215,0.4,0,0,0,0,0,0
21072,gpt-3.5-turbo,4215,0.4,0,0,0,0,0,0
21073,t5-large,4215,0.4,0,0,0,0,0,0
21074,RefSum,4215,0.4,0,0,0,0,0,0
21075,facebookbart-large-cnn,4216,0.4,0,0,0,0,0,0
21076,googlepegasus-xsum,4216,0.4,0,0,0,0,0,0
21077,gpt-3.5-turbo,4216,0.4,0,0,0,0,0,0
21078,t5-large,4216,0.4,0,0,0,0,0,0
21079,RefSum,4216,0.4,0,0,0,0,0,0
21080,facebookbart-large-cnn,4217,0.4,0,0,0,0,0,0
21081,googlepegasus-xsum,4217,0.4,0,0,0,0,0,0
21082,gpt-3.5-turbo,4217,0.4,0,0,0,0,0,0
21083,t5-large,4217,0.4,0,0,0,0,0,0
21084,RefSum,4217,0.4,0,0,0,0,0,0
21085,facebookbart-large-cnn,4218,0.4,0,0,0,0,0,0
21086,googlepegasus-xsum,4218,0.4,0,0,0,0,0,0
21087,gpt-3.5-turbo,4218,0.4,0,0,0,0,0,0
21088,t5-large,4218,0.4,0,0,0,0,0,0
21089,RefSum,4218,0.4,0,0,0,0,0,0
21090,facebookbart-large-cnn,4219,0.4,0,0,0,0,0,0
21091,googlepegasus-xsum,4219,0.4,0,0,0,0,0,0
21092,gpt-3.5-turbo,4219,0.4,0,0,0,0,0,0
21093,t5-large,4219,0.4,0,0,0,0,0,0
21094,RefSum,4219,0.4,0,0,0,0,0,0
21095,facebookbart-large-cnn,4220,0.4,0,0,0,0,0,0
21096,googlepegasus-xsum,4220,0.4,0,0,0,0,0,0
21097,gpt-3.5-turbo,4220,0.4,0,0,0,0,0,0
21098,t5-large,4220,0.4,0,0,0,0,0,0
21099,RefSum,4220,0.4,0,0,0,0,0,0
21100,facebookbart-large-cnn,4221,0.4,0,0,0,0,0,0
21101,googlepegasus-xsum,4221,0.4,0,0,0,0,0,0
21102,gpt-3.5-turbo,4221,0.4,0,0,0,0,0,0
21103,t5-large,4221,0.4,0,0,0,0,0,0
21104,RefSum,4221,0.4,0,0,0,0,0,0
21105,facebookbart-large-cnn,4222,0.4,0,0,0,0,0,0
21106,googlepegasus-xsum,4222,0.4,0,0,0,0,0,0
21107,gpt-3.5-turbo,4222,0.4,0,0,0,0,0,0
21108,t5-large,4222,0.4,0,0,0,0,0,0
21109,RefSum,4222,0.4,0,0,0,0,0,0
21110,facebookbart-large-cnn,4223,0.4,0,0,0,0,0,0
21111,googlepegasus-xsum,4223,0.4,0,0,0,0,0,0
21112,gpt-3.5-turbo,4223,0.4,0,0,0,0,0,0
21113,t5-large,4223,0.4,0,0,0,0,0,0
21114,RefSum,4223,0.4,0,0,0,0,0,0
21115,facebookbart-large-cnn,4224,0.4,0,0,0,0,0,0
21116,googlepegasus-xsum,4224,0.4,0,0,0,0,0,0
21117,gpt-3.5-turbo,4224,0.4,0,0,0,0,0,0
21118,t5-large,4224,0.4,0,0,0,0,0,0
21119,RefSum,4224,0.4,0,0,0,0,0,0
21120,facebookbart-large-cnn,4225,0.4,0,0,0,0,0,0
21121,googlepegasus-xsum,4225,0.4,0,0,0,0,0,0
21122,gpt-3.5-turbo,4225,0.4,0,0,0,0,0,0
21123,t5-large,4225,0.4,0,0,0,0,0,0
21124,RefSum,4225,0.4,0,0,0,0,0,0
21125,facebookbart-large-cnn,4226,0.4,0,0,0,0,0,0
21126,googlepegasus-xsum,4226,0.4,0,0,0,0,0,0
21127,gpt-3.5-turbo,4226,0.4,0,0,0,0,0,0
21128,t5-large,4226,0.4,0,0,0,0,0,0
21129,RefSum,4226,0.4,0,0,0,0,0,0
21130,facebookbart-large-cnn,4227,0.4,0,0,0,0,0,0
21131,googlepegasus-xsum,4227,0.4,0,0,0,0,0,0
21132,gpt-3.5-turbo,4227,0.4,0,0,0,0,0,0
21133,t5-large,4227,0.4,0,0,0,0,0,0
21134,RefSum,4227,0.4,0,0,0,0,0,0
21135,facebookbart-large-cnn,4228,0.4,0,0,0,0,0,0
21136,googlepegasus-xsum,4228,0.4,0,0,0,0,0,0
21137,gpt-3.5-turbo,4228,0.4,0,0,0,0,0,0
21138,t5-large,4228,0.4,0,0,0,0,0,0
21139,RefSum,4228,0.4,0,0,0,0,0,0
21140,facebookbart-large-cnn,4229,0.4,0,0,0,0,0,0
21141,googlepegasus-xsum,4229,0.4,0,0,0,0,0,0
21142,gpt-3.5-turbo,4229,0.4,0,0,0,0,0,0
